run_id,dataset,chunk_config,chunk_strategy,chunk_size,overlap,embedding,retrieval_config,retrieval_mode,top_k,candidate_k,lexical_weight,source_boost,article_boost,questions,source_hit_rate,question_law_hit_rate,article_hit_rate,chunk_hit_rate,all_phrase_hit_rate,phrase_hit_rate,context_relevance_mean,results_jsonl,score
four_dataset_quick_mig_01,citation,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-k3-c200-l040-s025-a060,hybrid,3,200,0.4,0.25,0.6,30,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8,0.8777777777777778,1.9333333333333333,experiments/retrieval/four_dataset_quick_mig_01/logs/citation__legal-1800-o150__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-k3-c200-l040-s025-a060.jsonl,0.9133333333333333
four_dataset_quick_mig_01,citation,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,hybrid-k3-c200-l040-s025-a060,hybrid,3,200,0.4,0.25,0.6,30,1.0,1.0,0.8666666666666667,0.8333333333333334,0.7333333333333333,0.8,1.8666666666666667,experiments/retrieval/four_dataset_quick_mig_01/logs/citation__legal-1800-o150__sentence-transformers-paraphrase-multilingual-minilm-l12-v2__hybrid-k3-c200-l040-s025-a060.jsonl,0.8566666666666667
four_dataset_quick_mig_01,natural,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-k3-c200-l040-s025-a060,hybrid,3,200,0.4,0.25,0.6,30,0.9666666666666667,1.0,0.8666666666666667,0.7666666666666667,0.5333333333333333,0.6277777777777778,1.8333333333333333,experiments/retrieval/four_dataset_quick_mig_01/logs/natural__legal-1800-o150__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-k3-c200-l040-s025-a060.jsonl,0.7933333333333333
four_dataset_quick_mig_01,natural,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,hybrid-k3-c200-l040-s025-a060,hybrid,3,200,0.4,0.25,0.6,30,0.9666666666666667,1.0,0.8333333333333334,0.7333333333333333,0.5333333333333333,0.6277777777777778,1.8,experiments/retrieval/four_dataset_quick_mig_01/logs/natural__legal-1800-o150__sentence-transformers-paraphrase-multilingual-minilm-l12-v2__hybrid-k3-c200-l040-s025-a060.jsonl,0.7750000000000001
four_dataset_quick_mig_01,dual_mixed,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-k3-c200-l040-s025-a060,hybrid,3,200,0.4,0.25,0.6,30,1.0,1.0,0.9333333333333333,0.8,0.16666666666666666,0.4416666666666666,1.9333333333333333,experiments/retrieval/four_dataset_quick_mig_01/logs/dual_mixed__legal-1800-o150__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-k3-c200-l040-s025-a060.jsonl,0.7416666666666668
four_dataset_quick_mig_01,dual_natural,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-k3-c200-l040-s025-a060,hybrid,3,200,0.4,0.25,0.6,30,0.9666666666666667,1.0,0.8333333333333334,0.7,0.06666666666666667,0.33888888888888885,1.8,experiments/retrieval/four_dataset_quick_mig_01/logs/dual_natural__legal-1800-o150__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-k3-c200-l040-s025-a060.jsonl,0.655
four_dataset_quick_mig_01,citation,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dense-k3,dense,3,30,0.0,0.0,0.0,30,0.9666666666666667,0.9666666666666667,0.6,0.5333333333333333,0.4666666666666667,0.5111111111111112,1.5666666666666667,experiments/retrieval/four_dataset_quick_mig_01/logs/citation__legal-1800-o150__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__dense-k3.jsonl,0.6333333333333333
four_dataset_quick_mig_01,dual_mixed,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,hybrid-k3-c200-l040-s025-a060,hybrid,3,200,0.4,0.25,0.6,30,1.0,1.0,0.7666666666666667,0.5,0.1,0.2944444444444444,1.7666666666666666,experiments/retrieval/four_dataset_quick_mig_01/logs/dual_mixed__legal-1800-o150__sentence-transformers-paraphrase-multilingual-minilm-l12-v2__hybrid-k3-c200-l040-s025-a060.jsonl,0.62
four_dataset_quick_mig_01,dual_natural,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,hybrid-k3-c200-l040-s025-a060,hybrid,3,200,0.4,0.25,0.6,30,0.9666666666666667,1.0,0.8,0.6666666666666666,0.0,0.28055555555555556,1.7666666666666666,experiments/retrieval/four_dataset_quick_mig_01/logs/dual_natural__legal-1800-o150__sentence-transformers-paraphrase-multilingual-minilm-l12-v2__hybrid-k3-c200-l040-s025-a060.jsonl,0.62
four_dataset_quick_mig_01,natural,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dense-k3,dense,3,30,0.0,0.0,0.0,30,0.8666666666666667,1.0,0.6,0.5,0.3333333333333333,0.41111111111111115,1.4666666666666666,experiments/retrieval/four_dataset_quick_mig_01/logs/natural__legal-1800-o150__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__dense-k3.jsonl,0.5766666666666667
four_dataset_quick_mig_01,natural,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,dense-k3,dense,3,30,0.0,0.0,0.0,30,0.9,1.0,0.5333333333333333,0.43333333333333335,0.26666666666666666,0.3611111111111111,1.4333333333333333,experiments/retrieval/four_dataset_quick_mig_01/logs/natural__legal-1800-o150__sentence-transformers-paraphrase-multilingual-minilm-l12-v2__dense-k3.jsonl,0.5299999999999999
four_dataset_quick_mig_01,dual_natural,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dense-k3,dense,3,30,0.0,0.0,0.0,30,1.0,1.0,0.6,0.43333333333333335,0.0,0.2111111111111111,1.6,experiments/retrieval/four_dataset_quick_mig_01/logs/dual_natural__legal-1800-o150__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__dense-k3.jsonl,0.5133333333333333
